source_genesymbol	is_directed	target_genesymbol
CDK1	1	EPS15
CDK1	1	ERBIN
CDK1	1	ESR1
CDK1	1	ESRRA
CDK1	1	EVPL
CDK1	1	EXO1
CDK1	1	FADD
CDK1	1	FGFR1OP
CDK1	1	FIP1L1
CDK1	1	FLII
CDK1	1	FOSL2
CDK1	1	FUBP1
CDK1	1	FUT11
CDK1	1	FZR1
CDK1	1	GABBR1
CDK1	1	GBF1
CDK1	1	GIGYF2
CDK1	1	GRB10
CDK1	1	GRIN2A
CDK1	1	GRM5
CDK1	1	GRSF1
CDK1	1	GYS1
CDK1	1	HELB
CDK1	1	HIST1H1A
CDK1	1	HNRNPD
CDK1	1	HNRNPUL1
CDK1	1	HOMEZ
CDK1	1	HSPB8
CDK1	1	ID2
CDK1	1	IFNAR2
CDK1	1	IKBKB
CDK1	1	IRS2
CDK1	1	ISL2
CDK1	1	JUNB
CDK1	1	JUND
CDK1	1	KCNB1
CDK1	1	KDM4B
CDK1	1	KDM5A
CDK1	1	KDM6A
CDK1	1	KIF1B
CDK1	1	KLF16
CDK1	1	LAT
CDK1	1	LCP2
CDK1	1	LEF1
CDK1	1	EIF2D
CDK1	1	LIMD1
CDK1	1	LMNB2
CDK1	1	MAP1B
CDK1	1	MAP1S
CDK1	1	MAP2
CDK1	1	MAP4K4
CDK1	1	MAPK10
CDK1	1	MAPK8IP1
CDK1	1	MAPK8IP3
CDK1	1	MAPK8
CDK1	1	MAPKAPK2
CDK1	1	MARCKS
CDK1	1	MED1
CDK1	1	MEF2A
CDK1	1	KMT2D
CDK1	1	KMT2B
CDK1	1	AFDN
CDK1	1	KMT2A
CDK1	1	MN1
CDK1	1	MUC1
CDK1	1	MYBBP1A
CDK1	1	MYB
CDK1	1	MYC
CDK1	1	NASP
CDK1	1	NCAM1
CDK1	1	NCK2
CDK1	1	NCOA1
CDK1	1	NCOR2
CDK1	1	NEFH
CDK1	1	NEUROD1
CDK1	1	NF1
CDK1	1	NFATC2
CDK1	1	NFATC3
CDK1	1	NFIB
CDK1	1	NFRKB
CDK1	1	NOLC1
CDK1	1	NOTCH2
CDK1	1	NR5A1
CDK1	1	NUP214
CDK1	1	OSBPL11
CDK1	1	PAK1IP1
CDK1	1	PAK6
CDK1	1	PAK5
CDK1	1	PALM
CDK1	1	PARD3
CDK1	1	PCDH1
CDK1	1	PCLO
CDK1	1	CDK16
CDK1	1	PCYT1A
CDK1	1	PDLIM4
CDK1	1	PHACTR1
CDK1	1	PHC3
CDK1	1	PHF12
CDK1	1	PI4KB
CDK1	1	PKN1
CDK1	1	PKN2
CDK1	1	PKP4
CDK1	1	PLXNA2
CDK1	1	POGZ
CDK1	1	POLR2A
CDK1	1	POM121
CDK1	1	POU2F1
CDK1	1	PPARGC1A
CDK1	1	PPFIA1
CDK1	1	PPFIA3
CDK1	1	PPP1R1A
CDK1	1	PPP1R1B
CDK1	1	PPP4R2
CDK1	1	PRDM2
CDK1	1	PRKAB1
CDK1	1	PRPF4B
CDK1	1	PTBP2
CDK1	1	PTK2
CDK1	1	RARA
CDK1	1	RBBP6
CDK1	1	RBM6
CDK1	1	RERE
CDK1	1	RPAP1
CDK1	1	RPRD1B
CDK1	1	RPS6KA3
RPS6KA3	1	CDK1
CDK1	1	RPS6KA4
CDK1	1	SCN4A
CDK1	1	SF3B1
CDK1	1	CLASRP
CDK1	1	PNISR
CDK1	1	SRSF2
CDK1	1	SRSF5
CDK1	1	SFSWAP
CDK1	1	SRSF9
CDK1	1	SGTA
CDK1	1	SKIV2L
CDK1	1	SLC9A1
CDK1	1	SMARCAD1
CDK1	1	SMARCC1
CDK1	1	SMARCC2
CDK1	1	SMTN
CDK1	1	SNAP91
CDK1	1	SNRNP70
CDK1	1	SNTA1
CDK1	1	SNW1
CDK1	1	SON
CDK1	1	SORBS1
CDK1	1	SOS1
CDK1	1	SPAST
CDK1	1	SPEN
CDK1	1	SPIB
CDK1	1	SPTBN1
CDK1	1	SRRM1
CDK1	1	SRRT
CDK1	1	SSBP4
CDK1	1	STMN2
CDK1	1	STUB1
CDK1	1	SYN1
CDK1	1	TAF2
CDK1	1	TAF3
CDK1	1	TCF20
CDK1	1	TCOF1
CDK1	1	TH
CDK1	1	TLE3
CDK1	1	TMPO
CDK1	1	TNFRSF1B
CDK1	1	TRA2B
CDK1	1	TRERF1
CDK1	1	TSSC4
CDK1	1	UBR1
CDK1	1	UNC13B
CDK1	1	USP19
CDK1	1	USP20
CDK1	1	NELFA
CDK1	1	WRNIP1
CDK1	1	ZEB1
CDK1	1	ZFP36
CDK1	1	ZFPM1
CDK1	1	ZHX1
CDK1	1	ZBTB21
CDK1	1	ZNF335
CDK1	1	ZNF516
CDK1	1	ZYX
CDC42BPA	1	ARHGEF2
CDC42BPA	1	CDC25B
CDC42BPA	1	CIITA
CDC42BPA	1	IL1R1
CDC42BPA	1	SRC
CDC42BPA	1	SRRM2
CDK2	1	AAK1
CDK2	1	ABLIM1
CDK2	1	ABLIM2
CDK2	1	ACLY
CDK2	1	ADAM17
CDK2	1	ADCY9
CDK2	1	ADD1
CDK2	1	ADD2
CDK2	1	ADD3
CDK2	1	AFF1
CDK2	1	AHNAK
CDK2	1	AKAP1
CDK2	1	AKT1S1
CDK2	1	AMPH
CDK2	1	ANAPC1
CDK2	1	ANK1
CDK2	1	ANK2
CDK2	1	AP2A1
CDK2	1	API5
CDK2	1	ARHGAP12
CDK2	1	ARID1A
CDK2	1	ARID4B
CDK2	1	ATN1
CDK2	1	ATRX
CDK2	1	ATXN7
CDK2	1	AXIN1
CDK2	1	PRRC2A
CDK2	1	BAG6
CDK2	1	BAZ2A
CDK2	1	BCL2L11
CDK2	1	BCL2
CDK2	1	BCL7C
CDK2	1	BCL9
CDK2	1	BCLAF1
CDK2	1	BCR
CDK2	1	BIN1
CDK2	1	BIRC5
CDK2	1	BRD2
CDK2	1	BRD3
CDK2	1	BRD4
CDK2	1	BSN
CDK2	1	IRF2BPL
CDK2	1	PAXBP1
CDK2	1	CACNA1E
CDK2	1	CALD1
CDK2	1	CAMK2D
CDK2	1	CAMK2G
CDK2	1	CASKIN1
CDK2	1	CASP9
CDK2	1	CAST
CDK2	1	CBLC
CDK2	1	CCND1
CDK2	1	CCNK
CDK2	1	CDC27
CDK2	1	CDK11A
CDK2	1	CDK13
CDK2	1	CHD3
CDK2	1	CHD4
CDK2	1	CIC
CDK2	1	CLASP2
CDK2	1	COBL
CDK2	1	CREBBP
CDK2	1	CRYAB
CDK2	1	YBX3
CDK2	1	CTDP1
CDK2	1	CUL4B
CDK2	1	DAB2
CDK2	1	DAXX
CDK2	1	DCLK1
CDK2	1	DCX
CDK2	1	DDIT3
CDK2	1	DDX20
CDK2	1	DDX42
CDK2	1	DEAF1
CDK2	1	DES
CDK2	1	DLGAP1
CDK2	1	DLGAP2
CDK2	1	DNM1
CDK2	1	DUT
CDK2	1	DYNC1LI1
CDK2	1	DYNC1LI2
CDK2	1	E2F5
CDK2	1	EGFR
CDK2	1	EIF2B5
CDK2	1	EIF3B
CDK2	1	EIF3C
CDK2	1	EIF4B
CDK2	1	EIF4ENIF1
CDK2	1	EIF4G2
CDK2	1	EIF5B
CDK2	1	ELK1
CDK2	1	ELK3
CDK2	1	EPB41L1
CDK2	1	DMTN
CDK2	1	ERCC5
CDK2	1	ETS2
CDK2	1	FBXO4
CDK2	1	FGFR1OP
CDK2	1	FMN2
CDK2	1	FNBP4
CDK2	1	FOSL2
CDK2	1	FOS
CDK2	1	GFPT1
CDK2	1	GJC2
CDK2	1	GTF2F1
CDK2	1	GTF3C1
CDK2	1	GYS1
CDK2	1	H1FX
CDK2	1	HDAC6
CDK2	1	HIRIP3
CDK2	1	HIST1H1B
CDK2	1	HIST1H1D
CDK2	1	HSF1
CDK2	1	IFI16
CDK2	1	IRS1
CDK2	1	IRS2
CDK2	1	JPH1
CDK2	1	JUN
CDK2	1	KDM5A
CDK2	1	KDM5C
CDK2	1	KDM6A
CDK2	1	KHDRBS1
CDK2	1	KIF11
CDK2	1	KIF22
CDK2	1	LBR
CDK2	1	LMNA
CDK2	1	LMNB1
CDK2	1	LMO7
CDK2	1	MAD1L1
CDK2	1	MAP1A
CDK2	1	MAP1B
CDK2	1	MAP1S
CDK2	1	MAP2
CDK2	1	MAP3K11
CDK2	1	MAP4K1
CDK2	1	MAP4
CDK2	1	MAPK12
CDK2	1	MAPK4
CDK2	1	MAPK8IP1
CDK2	1	MAPKAPK2
CDK2	1	MAPT
CDK2	1	MARK1
CDK2	1	MCM3AP
CDK2	1	MDM2
CDK2	1	MECP2
CDK2	1	MED1
CDK2	1	MEF2D
CDK2	1	MGMT
CDK2	1	MKI67
CDK2	1	MKNK2
CDK2	1	MLF2
CDK2	1	KMT2A
CDK2	1	MOBP
CDK2	1	MSH6
CDK2	1	MSL3
CDK2	1	MTA1
CDK2	1	MYB
CDK2	1	MYCN
CDK2	1	NCAM1
CDK2	1	NCF1
CDK2	1	NCK2
CDK2	1	NCOA1
CDK2	1	NCOR1
CDK2	1	NDEL1
CDK2	1	NEFH
CDK2	1	NES
CDK2	1	NEUROD1
CDK2	1	NFATC2
CDK2	1	NFATC3
CDK2	1	NFIC
CDK2	1	NOLC1
CDK2	1	NOTCH2
CDK2	1	NR1D1
CDK2	1	NSUN5
CDK2	1	PALM
CDK2	1	PCBP1
CDK2	1	PCIF1
CDK2	1	PCLO
CDK2	1	PCYT1A
CDK2	1	PCYT1B
CDK2	1	PDS5B
CDK2	1	PEPD
CDK2	1	JADE3
CDK2	1	PKP4
CDK2	1	PLA2G4A
CDK2	1	PLCB1
CDK2	1	PLEC
CDK2	1	POLA1
CDK2	1	POLR2A
CDK2	1	POP1
CDK2	1	PPARA
CDK2	1	PPARGC1A
CDK2	1	PPFIA1
CDK2	1	PPIG
CDK2	1	PPP1CB
CDK2	1	PPP1R1B
CDK2	1	PRICKLE3
CDK2	1	PRKCB
CDK2	1	PRPF4B
CDK2	1	PSEN1
CDK2	1	PSMA5
CDK2	1	PSMD1
CDK2	1	PTTG1
CDK2	1	PUM2
CDK2	1	RANBP2
CDK2	1	RAP1GAP
CDK2	1	RAPGEF6
CDK2	1	RAPH1
CDK2	1	RBBP6
CDK2	1	RBM14
CDK2	1	RBM39
CDK2	1	RBMX
CDK2	1	RCAN1
CDK2	1	REST
CDK2	1	RIMS1
CDK2	1	RNMT
CDK2	1	RPAP1
CDK2	1	RPS6KA1
CDK2	1	RPS6KA4
CDK2	1	RPS6KB1
CDK2	1	RRBP1
CDK2	1	RREB1
CDK2	1	RXRA
CDK2	1	SAP30
CDK2	1	SART1
CDK2	1	SCML2
CDK2	1	SEC24B
CDK2	1	SEPT5
CDK2	1	SF1
CDK2	1	SCAF4
CDK2	1	CLASRP
CDK2	1	SRSF2
CDK2	1	SRSF6
CDK2	1	SRSF7
CDK2	1	SGK1
CDK2	1	SH3KBP1
CDK2	1	SHANK2
CDK2	1	SIN3A
CDK2	1	SIPA1
CDK2	1	SLBP
CDK2	1	SLC20A1
CDK2	1	SLC9A1
CDK2	1	SLCO4A1
CDK2	1	SMAD4
CDK2	1	SMARCA5
CDK2	1	SMARCAD1
CDK2	1	SMARCC1
CDK2	1	SMC4
CDK2	1	SNPH
CDK2	1	SNW1
CDK2	1	ARHGAP33
CDK2	1	SOS1
CDK2	1	SOX11
CDK2	1	SOX4
CDK2	1	SPAG9
CDK2	1	SPTBN1
CDK2	1	SQSTM1
CDK2	1	SRC
CDK2	1	SRRM1
CDK2	1	SRRM2
CDK2	1	SRRT
CDK2	1	STAT3
CDK2	1	STAT5B
CDK2	1	STMN1
CDK2	1	STMN2
CDK2	1	STX7
CDK2	1	STXBP1
CDK2	1	SYAP1
CDK2	1	SYN1
CDK2	1	SYNPO
CDK2	1	TACC3
CDK2	1	TAL2
CDK2	1	TERF2IP
CDK2	1	TFAP4
CDK2	1	THRAP3
CDK2	1	TH
CDK2	1	TJP2
CDK2	1	TLE3
CDK2	1	TLK1
CDK2	1	TLK2
CDK2	1	TNKS1BP1
CDK2	1	TOPORS
CDK2	1	TP53BP1
CDK2	1	TPD52L2
CDK2	1	TRA2B
CDK2	1	TSC1
CDK2	1	UBE2E3
CDK2	1	UBE4B
CDK2	1	UBQLN2
CDK2	1	UNG
CDK2	1	USP24
CDK2	1	USP5
CDK2	1	USP6NL
CDK2	1	WTAP
CDK2	1	XRN2
CDK2	1	ZC3HAV1
CDK2	1	ZFP36
CDK2	1	ZHX3
CDK2	1	ZMYM2
CDK2	1	ZMYM3
CDK2	1	ZMYND8
CDK2	1	ZNF217
CDK3	1	CAAP1
CDK3	1	GLCCI1
CDK3	1	KCTD15
CDK3	1	SLC4A10
CDK3	1	YLPM1
CDK4	1	CEBPA
CDK5	1	ADRB2
CDK5	1	CACNA1C
CDK5	1	SUDS3
CDK6	1	CEBPA
CHEK2	1	CDS1
CLK1	1	C9orf78
CLK1	1	LBR
CLK1	1	PRICKLE2
CLK4	1	CLASRP
CSF1R	1	FLT3
CSF1R	1	HCLS1
CSF1R	1	IRS1
CSF1R	1	MAP4K1
CSF1R	1	SKAP2
CSF1R	1	VAV2
CSK	1	SLK
CSNK1A1	1	AKT2
CSNK1A1	1	ARID3A
CSNK1A1	1	ATP1A1
CSNK1A1	1	BLK
CSNK1A1	1	BSN
CSNK1A1	1	CAPN1
CSNK1A1	1	CASQ1
CSNK1A1	1	CDCA7
CSNK1A1	1	CLTB
CSNK1A1	1	CSN2
CSNK1A1	1	CSNK1E
CSNK1A1	1	DAGLA
CSNK1A1	1	DLGAP2
CSNK1A1	1	DLGAP4
CSNK1A1	1	DPF2
CSNK1A1	1	ENAM
CSNK1A1	1	EPB41L3
CSNK1A1	1	FAS
CSNK1A1	1	HDAC1
CSNK1A1	1	HIRIP3
CSNK1A1	1	IRS1
CSNK1A1	1	LEMD3
CSNK1A1	1	NEFM
CSNK1A1	1	NEK6
CSNK1A1	1	PCLO
CSNK1A1	1	PDCL3
CSNK1A1	1	PRG4
CSNK1A1	1	RPS6KA1
CSNK1A1	1	RPS6KA4
CSNK1A1	1	RTF1
CSNK1A1	1	SAT1
CSNK1A1	1	SLC24A2
CSNK1A1	1	SON
CSNK1A1	1	STON1
CSNK1A1	1	TNF
CSNK1A1	1	TNK2
CSNK1A1	1	TNKS1BP1
CSNK1A1L	1	APC
CSNK1A1L	1	BID
CSNK1A1L	1	CDK5
CSNK1A1L	1	CSNK1E
CSNK1A1L	1	NFATC3
CSNK1A1L	1	PSEN2
CSNK1A1L	1	SLC18A2
CSNK1A1L	1	YWHAQ
CSNK1D	1	AGAP2
CSNK1D	1	AKAP12
CSNK1D	1	AKT1
CSNK1D	1	AKT3
CSNK1D	1	ANXA9
CSNK1D	1	APC
CSNK1D	1	BID
CSNK1D	1	BTAF1
CSNK1D	1	EMSY
CSNK1D	1	C9orf78
CSNK1D	1	CACNB4
CSNK1D	1	CAV3
CSNK1D	1	CSNK1E
CSNK1D	1	DHX16
CSNK1D	1	EPN2
CSNK1D	1	FHOD1
CSNK1D	1	ARHGAP35
CSNK1D	1	HELB
CSNK1D	1	IKBKG
CSNK1D	1	MAP1A
CSNK1D	1	MAP2
CSNK1D	1	MC1R
CSNK1D	1	MEF2D
CSNK1D	1	OGA
CSNK1D	1	MRE11
CSNK1D	1	MSH6
CSNK1D	1	NACC1
CSNK1D	1	NCL
CSNK1D	1	NFATC3
CSNK1D	1	NFKBIA
CSNK1D	1	OSR1
CSNK1D	1	PHF10
CSNK1D	1	PIK3R1
CSNK1D	1	PRKDC
CSNK1D	1	PSEN1
CSNK1D	1	RANBP2
CSNK1D	1	RBL1
CSNK1D	1	RFC1
CSNK1D	1	RHO
CSNK1D	1	RTN2
CSNK1D	1	SLC18A2
CSNK1D	1	SLC4A1
CSNK1D	1	SPIB
CSNK1D	1	SRF
CSNK1D	1	STAMBP
CSNK1D	1	TGFBR2
CSNK1D	1	TJP2
CSNK1D	1	VTN
CSNK1D	1	YWHAQ
CSNK1D	1	ZAP70
CSNK1D	1	ZNF106
CSNK1E	1	ABCF1
CSNK1E	1	AHNAK
CSNK1E	1	ANK2
CSNK1E	1	AP3B2
CSNK1E	1	ATN1
CSNK1E	1	AVEN
CSNK1E	1	BAZ1B
CSNK1E	1	BRD3
CSNK1E	1	BSN
CSNK1E	1	VIPAS39
CSNK1E	1	CAMK2A
CSNK1E	1	CASQ2
CSNK1E	1	CDC16
CSNK1E	1	CDC34
CSNK1E	1	CDK5
CSNK1E	1	CHEK2
CSNK1E	1	CHRM2
CSNK1E	1	CLIP1
CSNK1E	1	CTNNA2
CSNK1E	1	DDX21
CSNK1E	1	DDX24
CSNK1E	1	DKC1
CSNK1E	1	DLGAP1
CSNK1E	1	DLGAP2
CSNK1E	1	EEF2
CSNK1E	1	EIF2B5
CSNK1E	1	EIF3B
CSNK1E	1	EIF4B
CSNK1E	1	EIF5B
CSNK1E	1	EIF5
CSNK1E	1	EPB41L3
CSNK1E	1	DMTN
CSNK1E	1	ERCC5
CSNK1E	1	FGA
CSNK1E	1	FPR1
CSNK1E	1	G3BP1
CSNK1E	1	GTF2A1
CSNK1E	1	GTSE1
CSNK1E	1	HDAC1
CSNK1E	1	HDAC2
CSNK1E	1	HDGF
CSNK1E	1	HOXB6
CSNK1E	1	HSP90AA1
CSNK1E	1	HSP90AB1
CSNK1E	1	HTATSF1
CSNK1E	1	IGFBP1
CSNK1E	1	ITIH2
CSNK1E	1	KIF1B
CSNK1E	1	KIF21A
CSNK1E	1	KRT8
CSNK1E	1	LGALS3
CSNK1E	1	MAP1B
CSNK1E	1	MAX
CSNK1E	1	MFAP1
CSNK1E	1	MGP
CSNK1E	1	MYB
CSNK1E	1	MYL9
CSNK1E	1	NACA
CSNK1E	1	NDRG1
CSNK1E	1	NEFL
CSNK1E	1	NEFM
CSNK1E	1	NFATC3
CSNK1E	1	NFKB2
CSNK1E	1	NPM1
CSNK1E	1	NPR2
CSNK1E	1	OCLN
CSNK1E	1	OSBP
CSNK1E	1	PAK2
CSNK1E	1	PALM
CSNK1E	1	PDAP1
CSNK1E	1	PGRMC1
CSNK1E	1	PKN2
CSNK1E	1	PKP3
CSNK1E	1	PPIG
CSNK1E	1	PRKAR2A
CSNK1E	1	PRPF4B
CSNK1E	1	PSEN2
CSNK1E	1	PTPRC
CSNK1E	1	PURB
CSNK1E	1	RIMS1
CSNK1E	1	ROCK2
CSNK1E	1	RPS6KA3
CSNK1E	1	RRP12
CSNK1E	1	RTN4
CSNK1E	1	SAFB2
CSNK1E	1	SEMA5A
CSNK1E	1	SF3B2
CSNK1E	1	SCAF11
CSNK1E	1	SHANK2
CSNK1E	1	SLC18A2
CSNK1E	1	SLC39A7
CSNK1E	1	SMARCA2
CSNK1E	1	SMN1
CSNK1E	1	SNN
CSNK1E	1	SRRM1
CSNK1E	1	SRRM2
CSNK1E	1	STK4
CSNK1E	1	SYNRG
CSNK1E	1	TAF3
CSNK1E	1	TCOF1
CSNK1E	1	TFIP11
CSNK1E	1	THRAP3
CSNK1E	1	TJP2
CSNK1E	1	TOP2B
CSNK1E	1	CEP41
CSNK1E	1	USP34
CSNK1E	1	CHMP3
CSNK1E	1	VPS72
CSNK1E	1	YWHAQ
CSNK1E	1	YWHAZ
CSNK1G1	1	APC
CSNK1G1	1	BID
CSNK1G1	1	CDK5
CSNK1G1	1	CSNK1E
CSNK1G1	1	CTNNB1
CSNK1G1	1	NFATC3
CSNK1G1	1	PSEN2
CSNK1G1	1	SLC18A2
CSNK1G1	1	YWHAQ
CSNK1G2	1	APC
CSNK1G2	1	BID
CSNK1G2	1	CDK5
CSNK1G2	1	CSNK1E
CSNK1G2	1	CTNNB1
CSNK1G2	1	DCLK1
CSNK1G2	1	NFATC3
CSNK1G2	1	PSEN2
CSNK1G2	1	SLC18A2
CSNK1G2	1	YWHAQ
CSNK1G3	1	APC
CSNK1G3	1	BID
CSNK1G3	1	CDK5
CSNK1G3	1	CSNK1E
CSNK1G3	1	CTNNB1
CSNK1G3	1	NFATC3
CSNK1G3	1	PSEN2
CSNK1G3	1	SLC18A2
CSNK1G3	1	YWHAQ
CSNK2A1	1	ASIC3
CSNK2A1	1	ASCL1
CSNK2A1	1	BAD
CSNK2A1	1	CABP1
CSNK2A1	1	CALM2
CSNK2A1	1	CANX
CSNK2A1	1	CCNH
CSNK2A1	1	CSNK2B
CSNK2A1	1	ERH
CSNK2A1	1	F11R
CSNK2A1	1	GABRR1
CSNK2A1	1	POLR2F
CSNK2A1	1	PPM1A
CSNK2A1	1	PTMA
CSNK2A1	1	RPS6KB1
CSNK2A1	1	SLC4A1
CSNK2A1	1	SPI1
CSNK2A1	1	SPP1
CSNK2A1	1	STARD3NL
CSNK2A1	1	STIP1
CSNK2A1	1	TEP1
CSNK2A1	1	THRA
CSNK2A1	1	TNF
CSNK2A1	1	UBA1
CSNK2A1	1	VPS72
CSNK2A1	1	WEE1
CSNK2A1	1	XK
CSNK2A2	1	ADD1
CSNK2A2	1	AKAP12
CSNK2A2	1	AKAP8
CSNK2A2	1	AKT1S1
CSNK2A2	1	ANK2
CSNK2A2	1	ANP32A
CSNK2A2	1	AP3B2
CSNK2A2	1	APEX1
CSNK2A2	1	APLP2
CSNK2A2	1	ARHGEF7
CSNK2A2	1	ASGR2
CSNK2A2	1	ATF1
CSNK2A2	1	BAZ1B
CSNK2A2	1	BCKDHA
CSNK2A2	1	C1R
CSNK2A2	1	PAXBP1
CSNK2A2	1	CAAP1
CSNK2A2	1	CABP1
CSNK2A2	1	CALM2
CSNK2A2	1	CANX
CSNK2A2	1	CAV2
CSNK2A2	1	CBX3
CSNK2A2	1	CD5
CSNK2A2	1	CDC25B
CSNK2A2	1	CDK1
CSNK2A2	1	CDC34
CSNK2A2	1	CDH1
CSNK2A2	1	CHD1
CSNK2A2	1	CHGA
CSNK2A2	1	COTL1
CSNK2A2	1	CRYBA4
CSNK2A2	1	CSN2
CSNK2A2	1	CST4
CSNK2A2	1	CTR9
CSNK2A2	1	DDIT3
CSNK2A2	1	DDX46
CSNK2A2	1	DHX16
CSNK2A2	1	DIDO1
CSNK2A2	1	DKC1
CSNK2A2	1	DLGAP4
CSNK2A2	1	DPP3
CSNK2A2	1	EGFR
CSNK2A2	1	EGR1
CSNK2A2	1	EGR2
CSNK2A2	1	EIF2S2
CSNK2A2	1	EIF3C
CSNK2A2	1	EIF4B
CSNK2A2	1	EPS15
CSNK2A2	1	ERCC5
CSNK2A2	1	ERH
CSNK2A2	1	ESRRA
CSNK2A2	1	F5
CSNK2A2	1	FAF1
CSNK2A2	1	FBXW7
CSNK2A2	1	GAP43
CSNK2A2	1	GMFG
CSNK2A2	1	GPI
CSNK2A2	1	ARHGAP35
CSNK2A2	1	GYS1
CSNK2A2	1	HDGF
CSNK2A2	1	HDLBP
CSNK2A2	1	HLTF
CSNK2A2	1	HOXB7
CSNK2A2	1	HSP90AA1
CSNK2A2	1	HSP90AB1
CSNK2A2	1	IFI16
CSNK2A2	1	IFNAR1
CSNK2A2	1	IGFBP1
CSNK2A2	1	IGFBP3
CSNK2A2	1	IKBKB
CSNK2A2	1	IRS1
CSNK2A2	1	JUN
CSNK2A2	1	KDM4B
CSNK2A2	1	KIF21A
CSNK2A2	1	L1CAM
CSNK2A2	1	EIF2D
CSNK2A2	1	LIG1
CSNK2A2	1	LMO7
CSNK2A2	1	LTB4R
CSNK2A2	1	MAP4K4
CSNK2A2	1	MAPK3
CSNK2A2	1	MAX
CSNK2A2	1	MAZ
CSNK2A2	1	MC1R
CSNK2A2	1	MCM2
CSNK2A2	1	MCRS1
CSNK2A2	1	MDN1
CSNK2A2	1	MEF2C
CSNK2A2	1	MFAP1
CSNK2A2	1	MRE11
CSNK2A2	1	MSH6
CSNK2A2	1	MYB
CSNK2A2	1	NACA
CSNK2A2	1	NCF1
CSNK2A2	1	NCL
CSNK2A2	1	NEFL
CSNK2A2	1	NEFM
CSNK2A2	1	NOP56
CSNK2A2	1	OCLN
CSNK2A2	1	OPRM1
CSNK2A2	1	OSBP
CSNK2A2	1	PA2G4
CSNK2A2	1	PACS1
CSNK2A2	1	PCLO
CSNK2A2	1	PDCD5
CSNK2A2	1	PEPD
CSNK2A2	1	PGR
CSNK2A2	1	PHLDB2
CSNK2A2	1	PIK3R1
CSNK2A2	1	PKN2
CSNK2A2	1	POLR2F
CSNK2A2	1	PPIG
CSNK2A2	1	PPP1R9A
CSNK2A2	1	PRKAR2A
CSNK2A2	1	PSEN2
CSNK2A2	1	PSMA3
CSNK2A2	1	PTMA
CSNK2A2	1	RBM10
CSNK2A2	1	RELA
CSNK2A2	1	RERE
CSNK2A2	1	RFC1
CSNK2A2	1	RNF113A
CSNK2A2	1	RNF7
CSNK2A2	1	RPLP0
CSNK2A2	1	RPLP1
CSNK2A2	1	RPLP2
CSNK2A2	1	RPS10
CSNK2A2	1	RRAD
CSNK2A2	1	RRP12
CSNK2A2	1	RTF1
CSNK2A2	1	RTN4
CSNK2A2	1	SAFB2
CSNK2A2	1	SART1
CSNK2A2	1	SCAF11
CSNK2A2	1	SIN3A
CSNK2A2	1	SLBP
CSNK2A2	1	SLC12A2
CSNK2A2	1	SLC39A7
CSNK2A2	1	SP1
CSNK2A2	1	SPP1
CSNK2A2	1	SSB
CSNK2A2	1	STATH
CSNK2A2	1	STK4
CSNK2A2	1	STON1
CSNK2A2	1	SYNPO
CSNK2A2	1	TAF2
CSNK2A2	1	TBK1
CSNK2A2	1	TFIP11
CSNK2A2	1	THRA
CSNK2A2	1	TJAP1
CSNK2A2	1	TMX1
CSNK2A2	1	TNF
CSNK2A2	1	TOP2A
CSNK2A2	1	TP53
CSNK2A2	1	TPM3
CSNK2A2	1	TRIO
CSNK2A2	1	TRRAP
CSNK2A2	1	UBA1
CSNK2A2	1	UNC5D
CSNK2A2	1	USP34
CSNK2A2	1	UTRN
CSNK2A2	1	VAMP4
CSNK2A2	1	VDR
CSNK2A2	1	CHMP3
CSNK2A2	1	VPS72
CSNK2A2	1	VTN
CSNK2A2	1	XK
CSNK2A2	1	XPC
CSNK2A2	1	XRCC4
CSNK2A2	1	XRCC5
CSNK2A2	1	ZFX
CSNK2A2	1	ZFY
CSNK2A2	1	ZRANB2
CSNK2B	1	NCF1
CSNK2B	1	SRPK1
DAPK1	1	MYL12B
DAPK2	1	CAMKK2
DAPK2	1	DAPK1
DAPK2	1	STX1A
DAPK3	1	CAMKK2
DAPK3	1	STX1A
PHYHIP	1	STAT3
DYRK1B	1	STAT3
DYRK1A	1	STAT3
EGFR	1	ACTC1
EGFR	1	BCR
EGFR	1	CD33
EGFR	1	CD5
EGFR	1	CDK6
EGFR	1	EHD1
EGFR	1	EHD4
EGFR	1	EIF1B
EGFR	1	ENAH
EGFR	1	FCGR2A
EGFR	1	FGFR1
EGFR	1	FYB1
EGFR	1	HCLS1
EGFR	1	IFNAR2
EGFR	1	KDR
EGFR	1	MPP6
EGFR	1	PABPC1
EGFR	1	PSMB4
EGFR	1	PTPRE
EGFR	1	SH3BP2
EGFR	1	TEK
EGFR	1	TRIP4
EGFR	1	USP24
EGFR	1	USP9X
EIF2AK2	1	ADRB2
EIF2AK2	1	EIF2A
EPHB4	1	SDC3
ERBB2	1	EPB41
ERBB2	1	EPHB2
ERBB2	1	FYB1
ERBB2	1	IRS2
ERBB2	1	NTRK1
ERBB2	1	PDLIM1
ERBB2	1	SEC24B
ERBB2	1	TSC2
ERBB3	1	ANXA1
ERBB3	1	HNRNPH1
ERBB3	1	PKIA
ERBB3	1	TWF1
ERBB3	1	ZNF24
ERBB4	1	GAST
ERBB4	1	SPRY4
ERBB4	1	TXNRD1
FES	1	FYN
FES	1	NSF
FES	1	PECAM1
FGFR1	1	FGFR2
FGFR1	1	FGR
FGFR1	1	FLG
