pathway,Adjusted p-value,Significant (in gene set)
GO_STEM_CELL_FATE_COMMITMENT,1,0
GO_SENSORY_SYSTEM_DEVELOPMENT,0.5906121810691727,9
GO_3_PHOSPHOADENOSINE_5_PHOSPHOSULFATE_METABOLIC_PROCESS,1,0
GO_3_PHOSPHOADENOSINE_5_PHOSPHOSULFATE_BIOSYNTHETIC_PROCESS,1,0
GO_CATECHOLAMINE_SECRETION,1,1
GO_AMYLOID_BETA_METABOLIC_PROCESS,1,1
GO_ARACHIDONIC_ACID_SECRETION,0.8306632964409413,1
GO_DERMATAN_SULFATE_PROTEOGLYCAN_BIOSYNTHETIC_PROCESS,1,0
GO_REGULATION_OF_MRNA_PROCESSING,1,1
GO_NEGATIVE_REGULATION_OF_MRNA_PROCESSING,1,0
GO_INTERLEUKIN_1_SECRETION,0.44740771179028255,3
GO_INTERLEUKIN_1_BETA_SECRETION,0.3917511628721895,3
GO_INTERLEUKIN_1_ALPHA_SECRETION,1,0
GO_NEGATIVE_REGULATION_OF_INTERLEUKIN_1_SECRETION,1,0
GO_NEGATIVE_REGULATION_OF_INTERLEUKIN_1_BETA_SECRETION,1,0
GO_NEGATIVE_REGULATION_OF_PHAGOCYTOSIS,0.3308650075687283,2
GO_REGULATION_OF_INSULIN_SECRETION,0.3893234487646085,6
GO_ACTIVATED_T_CELL_PROLIFERATION,0.02312232394265918,5
GO_CIRCADIAN_SLEEP_WAKE_CYCLE_SLEEP,1,0
GO_COAGULATION,0.004097809568072703,18
GO_PROGESTERONE_RECEPTOR_SIGNALING_PATHWAY,0.5557416876321177,1
GO_NEGATIVE_REGULATION_OF_B_CELL_RECEPTOR_SIGNALING_PATHWAY,1,0
GO_POSITIVE_REGULATION_OF_B_CELL_RECEPTOR_SIGNALING_PATHWAY,0.5201640341682086,1
GO_POSITIVE_REGULATION_OF_T_CELL_RECEPTOR_SIGNALING_PATHWAY,0.03685695359749529,3
GO_REGULATION_OF_T_CELL_ACTIVATION,1.3918624213889983e-6,25
GO_NERVOUS_SYSTEM_PROCESS,0.38245681560108746,21
GO_VOLUNTARY_MUSCULOSKELETAL_MOVEMENT,0.4803121233934732,1
GO_LEUKOCYTE_TETHERING_OR_ROLLING,1,0
GO_DIAPEDESIS,1,0
GO_DETECTION_OF_STIMULUS_INVOLVED_IN_SENSORY_PERCEPTION,0.6626625003447562,2
GO_SENSORY_PERCEPTION_OF_BITTER_TASTE,1,0
GO_SENSORY_PERCEPTION_OF_SOUR_TASTE,1,0
GO_SENSORY_PERCEPTION_OF_SWEET_TASTE,1,0
GO_SENSORY_PERCEPTION_OF_UMAMI_TASTE,1,0
GO_REGULATION_OF_PIGMENT_CELL_DIFFERENTIATION,1,0
GO_EQUILIBRIOCEPTION,1,0
GO_DETECTION_OF_MECHANICAL_STIMULUS_INVOLVED_IN_SENSORY_PERCEPTION_OF_PAIN,0.16607824718565498,2
GO_SENSORY_PERCEPTION_OF_TOUCH,1,0
GO_NEGATIVE_REGULATION_OF_NITRIC_OXIDE_SYNTHASE_ACTIVITY,1,0
GO_NEGATIVE_REGULATION_OF_LIPOPROTEIN_LIPASE_ACTIVITY,1,0
GO_MICROTUBULE_SEVERING,1,0
GO_ACTIN_FILAMENT_SEVERING,1,0
GO_CHIASMA_ASSEMBLY,1,0
GO_MRNA_TRANSPORT,1,1
GO_RRNA_TRANSPORT,1,0
GO_REGULATION_OF_ENDOSOME_SIZE,1,0
GO_NEGATIVE_REGULATION_OF_MEMBRANE_PROTEIN_ECTODOMAIN_PROTEOLYSIS,1,0
GO_CHAPERONE_COFACTOR_DEPENDENT_PROTEIN_REFOLDING,0.8554066014833287,1
GO_REGULATION_OF_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY,8.998999616357126e-5,26
GO_POSITIVE_REGULATION_OF_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY,0.007235643530876176,16
GO_REGULATION_OF_HELICASE_ACTIVITY,0.6914961871364044,1
GO_POSITIVE_REGULATION_OF_HELICASE_ACTIVITY,1,0
GO_NEGATIVE_REGULATION_OF_HELICASE_ACTIVITY,0.43970393654587536,1
GO_REGULATION_OF_DNA_LIGATION,1,0
GO_POSITIVE_REGULATION_OF_DNA_LIGATION,1,0
GO_RNA_POLYMERASE_II_PREINITIATION_COMPLEX_ASSEMBLY,0.38480470142195006,2
GO_SYNAPTIC_GROWTH_AT_NEUROMUSCULAR_JUNCTION,0.5557416876321177,1
GO_NEGATIVE_REGULATION_OF_ACTIN_NUCLEATION,1,0
GO_NK_T_CELL_ACTIVATION,1,0
GO_REGULATION_OF_NK_T_CELL_ACTIVATION,1,0
GO_POSITIVE_REGULATION_OF_NK_T_CELL_ACTIVATION,1,0
GO_REGULATION_OF_NK_T_CELL_DIFFERENTIATION,1,0
GO_REGULATION_OF_NK_T_CELL_PROLIFERATION,1,0
GO_NEGATIVE_REGULATION_OF_SMOOTH_MUSCLE_CELL_DIFFERENTIATION,0.7482748899184879,1
GO_POSITIVE_REGULATION_OF_SMOOTH_MUSCLE_CELL_DIFFERENTIATION,0.21373336822932945,2
GO_IMPORT_INTO_NUCLEUS,0.27304514319731227,6
GO_COENZYME_TRANSPORT,1,0
GO_POSITIVE_REGULATION_OF_COFACTOR_METABOLIC_PROCESS,1,0
GO_REGULATION_OF_COENZYME_METABOLIC_PROCESS,0.5201640341682086,1
GO_PROTEIN_INSERTION_INTO_MITOCHONDRIAL_MEMBRANE,0.09824690202295054,4
GO_SEQUESTERING_OF_CALCIUM_ION,0.4661753602984515,5
GO_SPINDLE_ELONGATION,0.5201640341682086,1
GO_ESTABLISHMENT_OF_RNA_LOCALIZATION,0.7769076987193272,4
GO_REGULATION_OF_LYMPHOCYTE_ACTIVATION,1.5471515747058723e-5,27
GO_NEGATIVE_REGULATION_OF_LYMPHOCYTE_ACTIVATION,0.3308650075687283,6
GO_POSITIVE_REGULATION_OF_LYMPHOCYTE_ACTIVATION,2.622015000422338e-5,21
GO_REGULATION_OF_RNA_METABOLIC_PROCESS,0.09727024150963237,9
GO_NEGATIVE_REGULATION_OF_RNA_METABOLIC_PROCESS,1,1
GO_POSITIVE_REGULATION_OF_RNA_METABOLIC_PROCESS,5.739255540017244e-4,8
GO_SPINDLE_MIDZONE_ASSEMBLY,1,0
GO_MITOTIC_SPINDLE_MIDZONE_ASSEMBLY,1,0
GO_PROTEIN_COMPLEX_OLIGOMERIZATION,0.2958680902567281,14
GO_ESTABLISHMENT_OF_MEIOTIC_SPINDLE_LOCALIZATION,1,0
GO_CENTROSOME_SEPARATION,0.03685695359749529,3
GO_CHROMOSOME_MOVEMENT_TOWARDS_SPINDLE_POLE,1,0
GO_ATTACHMENT_OF_MITOTIC_SPINDLE_MICROTUBULES_TO_KINETOCHORE,1,0
GO_REGULATION_OF_CYCLIC_NUCLEOTIDE_PHOSPHODIESTERASE_ACTIVITY,1,0
GO_POSITIVE_REGULATION_OF_CYCLIC_NUCLEOTIDE_PHOSPHODIESTERASE_ACTIVITY,1,0
GO_NEGATIVE_REGULATION_OF_CYCLIC_NUCLEOTIDE_PHOSPHODIESTERASE_ACTIVITY,1,0
GO_KINETOCHORE_ASSEMBLY,1,0
GO_REGULATION_OF_NEUROTROPHIN_TRK_RECEPTOR_SIGNALING_PATHWAY,1,0
GO_POSITIVE_REGULATION_OF_NEUROTROPHIN_TRK_RECEPTOR_SIGNALING_PATHWAY,1,0
GO_RESPONSE_TO_NITROSATIVE_STRESS,0.5557416876321177,1
GO_RESPONSE_TO_CORTISOL,1,0
GO_MICROTUBULE_NUCLEATION_BY_INTERPHASE_MICROTUBULE_ORGANIZING_CENTER,1,0
GO_MICROTUBULE_NUCLEATION_BY_MICROTUBULE_ORGANIZING_CENTER,1,0
GO_REGULATION_OF_UBIQUITIN_PROTEIN_TRANSFERASE_ACTIVITY,0.09824690202295054,4
GO_POSITIVE_REGULATION_OF_UBIQUITIN_PROTEIN_TRANSFERASE_ACTIVITY,0.43970393654587536,2
GO_NEGATIVE_REGULATION_OF_UBIQUITIN_PROTEIN_TRANSFERASE_ACTIVITY,0.21373336822932945,2
GO_MYOBLAST_PROLIFERATION,1,0
GO_MYOBLAST_MIGRATION,0.14285671086067075,2
GO_CORTICOTROPIN_SECRETION,1,0
GO_POSITIVE_REGULATION_OF_CORTICOTROPIN_SECRETION,1,0
GO_REGULATION_OF_CORTISOL_SECRETION,0.4803121233934732,1
GO_POSITIVE_REGULATION_OF_CORTISOL_SECRETION,1,0
GO_POSITIVE_REGULATION_OF_STRESS_FIBER_ASSEMBLY,0.014832943358501115,6
GO_ELASTIN_METABOLIC_PROCESS,1,0
GO_KERATINOCYTE_MIGRATION,0.3308650075687283,2
GO_REGULATION_OF_KERATINOCYTE_MIGRATION,0.23740948037796228,2
GO_FLAVONE_METABOLIC_PROCESS,1,0
GO_POSITIVE_REGULATION_OF_MITOCHONDRIAL_CALCIUM_ION_CONCENTRATION,1,0
GO_HISTONE_H3_K9_METHYLATION,1,0
GO_NEGATIVE_REGULATION_OF_HISTONE_H3_K4_METHYLATION,1,0
GO_NEGATIVE_REGULATION_OF_HISTONE_H3_K9_METHYLATION,1,0
GO_POSITIVE_REGULATION_OF_HISTONE_H3_K9_METHYLATION,1,0
GO_NEGATIVE_REGULATION_OF_NEUROTRANSMITTER_UPTAKE,1,0
GO_POSITIVE_REGULATION_OF_NEUROTRANSMITTER_UPTAKE,1,0
GO_REGULATION_OF_DOPAMINE_UPTAKE_INVOLVED_IN_SYNAPTIC_TRANSMISSION,1,0
GO_RESPONSE_TO_HYDROSTATIC_PRESSURE,0.43970393654587536,1
GO_EXOCYST_LOCALIZATION,1,0
GO_HISTAMINE_TRANSPORT,0.5906121810691727,1
GO_SEROTONIN_UPTAKE,1,0
GO_ACTIN_FILAMENT_NETWORK_FORMATION,1,0
GO_ENDOPLASMIC_RETICULUM_LOCALIZATION,1,0
GO_ESTABLISHMENT_OF_ORGANELLE_LOCALIZATION,0.034973650052736865,17
GO_MAINTENANCE_OF_ORGANELLE_LOCATION,1,0
GO_ESTABLISHMENT_OF_CENTROSOME_LOCALIZATION,1,0
GO_MAINTENANCE_OF_CENTROSOME_LOCATION,1,0
GO_MEMBRANE_RAFT_LOCALIZATION,1,0
GO_ACTIN_CORTICAL_PATCH_LOCALIZATION,1,0
GO_MEMBRANE_DISRUPTION_IN_OTHER_ORGANISM,1,0
GO_ESTABLISHMENT_OF_GOLGI_LOCALIZATION,1,0
GO_POINTED_END_ACTIN_FILAMENT_CAPPING,1,0
GO_REGULATION_OF_KILLING_OF_CELLS_OF_OTHER_ORGANISM,0.6914961871364044,1
GO_POSITIVE_REGULATION_OF_KILLING_OF_CELLS_OF_OTHER_ORGANISM,0.6248424326797761,1
GO_CYTOLYSIS_IN_OTHER_ORGANISM,1,0
GO_PROTEIN_DE_ADP_RIBOSYLATION,1,0
GO_MEIOTIC_SISTER_CHROMATID_COHESION_CENTROMERIC,1,0
GO_ACTIN_CROSSLINK_FORMATION,1,0
GO_NITRIC_OXIDE_SYNTHASE_BIOSYNTHETIC_PROCESS,0.7769076987193272,1
GO_MODIFICATION_OF_MORPHOLOGY_OR_PHYSIOLOGY_OF_OTHER_ORGANISM_INVOLVED_IN_SYMBIOTIC_INTERACTION,0.4216115488883539,5
GO_REGULATION_OF_SYNAPSE_STRUCTURAL_PLASTICITY,1,0
GO_ENTRY_INTO_OTHER_ORGANISM_INVOLVED_IN_SYMBIOTIC_INTERACTION,0.14425750704499044,7
GO_DISRUPTION_BY_HOST_OF_SYMBIONT_CELLS,0.6563439224933438,1
GO_MITOCHONDRIAL_DEPOLARIZATION,0.061515212172899694,3
GO_REGULATION_OF_CARDIOBLAST_DIFFERENTIATION,1,0
GO_POSITIVE_REGULATION_OF_CARDIOBLAST_DIFFERENTIATION,1,0
GO_POSITIVE_REGULATION_OF_FOCAL_ADHESION_ASSEMBLY,0.43970393654587536,2
GO_POSITIVE_REGULATION_OF_MITOCHONDRIAL_DEPOLARIZATION,1,0
GO_ESTABLISHMENT_OF_PIGMENT_GRANULE_LOCALIZATION,1,0
GO_NEGATIVE_REGULATION_OF_FIBRINOLYSIS,0.5557416876321177,1
GO_SYNAPTIC_TRANSMISSION_GABAERGIC,0.5370049167586848,2
GO_CATECHOLAMINE_UPTAKE_INVOLVED_IN_SYNAPTIC_TRANSMISSION,1,0
GO_L_GLUTAMATE_IMPORT,1,0
GO_NEGATIVE_REGULATION_OF_AMINO_ACID_TRANSPORT,1,0
GO_NEGATIVE_REGULATION_OF_SYNAPSE_ASSEMBLY,0.5201640341682086,1
GO_NEGATIVE_REGULATION_OF_SYNAPTIC_TRANSMISSION_GLUTAMATERGIC,1,0
GO_NEGATIVE_REGULATION_OF_TRANSMISSION_OF_NERVE_IMPULSE,1,0
GO_POSITIVE_REGULATION_OF_TRANSMISSION_OF_NERVE_IMPULSE,1,0
GO_POSITIVE_REGULATION_OF_ATTACHMENT_OF_SPINDLE_MICROTUBULES_TO_KINETOCHORE,1,0
GO_MODULATION_BY_SYMBIONT_OF_HOST_APOPTOTIC_PROCESS,1,0
GO_RESPONSE_TO_DEFENSES_OF_OTHER_ORGANISM_INVOLVED_IN_SYMBIOTIC_INTERACTION,1,0
GO_MODULATION_BY_HOST_OF_SYMBIONT_MOLECULAR_FUNCTION,1,0
GO_RESPONSE_TO_IMMUNE_RESPONSE_OF_OTHER_ORGANISM_INVOLVED_IN_SYMBIOTIC_INTERACTION,1,0
GO_FLAVONOID_GLUCURONIDATION,1,0
GO_XENOBIOTIC_GLUCURONIDATION,1,0
GO_NEGATIVE_REGULATION_OF_CARDIAC_MUSCLE_TISSUE_GROWTH,0.12262062088662477,3
GO_NEUROBLAST_DIVISION,1,0
GO_ASYMMETRIC_NEUROBLAST_DIVISION,1,0
GO_CHLORIDE_ION_HOMEOSTASIS,1,0
GO_METAL_ION_HOMEOSTASIS,0.04409919325901436,22
GO_PHOSPHOLIPID_HOMEOSTASIS,1,0
GO_RESPONSE_TO_HYPEROXIA,0.35941389266859863,2
GO_NEGATIVE_REGULATION_OF_CARDIAC_MUSCLE_CONTRACTION,0.4803121233934732,1
GO_SYNAPTIC_TRANSMISSION_GLYCINERGIC,1,0
GO_RIGHTING_REFLEX,1,0
GO_PARATHYROID_GLAND_DEVELOPMENT,1,0
GO_RADIAL_GLIAL_CELL_DIFFERENTIATION,0.11943546000667818,2
GO_BERGMANN_GLIAL_CELL_DIFFERENTIATION,8.289537432238148e-7,6
GO_ROOF_OF_MOUTH_DEVELOPMENT,1,1
GO_HARD_PALATE_DEVELOPMENT,1,0
GO_SOFT_PALATE_DEVELOPMENT,1,0
GO_CONVERGENT_EXTENSION_INVOLVED_IN_GASTRULATION,1,0
GO_CONVERGENT_EXTENSION_INVOLVED_IN_AXIS_ELONGATION,1,0
GO_CONVERGENT_EXTENSION_INVOLVED_IN_ORGANOGENESIS,1,0
GO_CARDIAC_MUSCLE_CELL_PROLIFERATION,0.013386873502015477,6
GO_RETINAL_BIPOLAR_NEURON_DIFFERENTIATION,1,0
GO_NEGATIVE_REGULATION_OF_CARDIAC_MUSCLE_CELL_PROLIFERATION,0.21373336822932945,2
GO_CARDIAC_MUSCLE_CONTRACTION,0.2513227634836364,6
GO_POSITIVE_REGULATION_OF_PROTEIN_GLYCOSYLATION,1,0
GO_NEUROFILAMENT_CYTOSKELETON_ORGANIZATION,0.43970393654587536,1
GO_POSITIVE_REGULATION_OF_EPITHELIAL_CELL_PROLIFERATION_INVOLVED_IN_WOUND_HEALING,1,0
GO_MAMMARY_GLAND_INVOLUTION,0.4803121233934732,1
GO_EMBRYONIC_RETINA_MORPHOGENESIS_IN_CAMERA_TYPE_EYE,1,0
GO_VAGINA_DEVELOPMENT,1,0
GO_MICTURITION,1,0
GO_SYNAPSE_MATURATION,0.8053534553866574,1
GO_REGULATION_OF_RESTING_MEMBRANE_POTENTIAL,1,0
GO_INHIBITORY_POSTSYNAPTIC_POTENTIAL,1,0
GO_RELAXATION_OF_VASCULAR_SMOOTH_MUSCLE,0.4803121233934732,1
GO_AUDITORY_RECEPTOR_CELL_STEREOCILIUM_ORGANIZATION,0.5201640341682086,1
GO_POSITIVE_REGULATION_OF_PHAGOCYTOSIS_ENGULFMENT,1,0
GO_INNER_EAR_RECEPTOR_CELL_STEREOCILIUM_ORGANIZATION,0.8306632964409413,1
GO_POSITIVE_REGULATION_OF_GROWTH_HORMONE_SECRETION,1,0
GO_SOMATOTROPIN_SECRETING_CELL_DIFFERENTIATION,1,0
GO_EMBRYONIC_PROCESS_INVOLVED_IN_FEMALE_PREGNANCY,1,0
GO_MATERNAL_PROCESS_INVOLVED_IN_PARTURITION,1,0
GO_POSITIVE_REGULATION_OF_POSTTRANSCRIPTIONAL_GENE_SILENCING,0.022607058587119623,4
GO_NEGATIVE_REGULATION_OF_POSTTRANSCRIPTIONAL_GENE_SILENCING,1,0
GO_PLATELET_DENSE_GRANULE_ORGANIZATION,1,0
GO_PHOSPHOLIPASE_C_ACTIVATING_DOPAMINE_RECEPTOR_SIGNALING_PATHWAY,0.5201640341682086,1
GO_REGULATION_OF_DOPAMINE_RECEPTOR_SIGNALING_PATHWAY,0.6248424326797761,1
GO_POSITIVE_REGULATION_OF_DOPAMINE_RECEPTOR_SIGNALING_PATHWAY,0.43970393654587536,1
GO_LIMB_BUD_FORMATION,0.6248424326797761,1
GO_MALE_MATING_BEHAVIOR,0.4803121233934732,1
GO_FEMALE_MATING_BEHAVIOR,1,0
GO_PRIMITIVE_HEMOPOIESIS,0.5557416876321177,1
GO_CONTACT_INHIBITION,0.4803121233934732,1
GO_POSITIVE_REGULATION_OF_GLIAL_CELL_PROLIFERATION,0.28613755787414374,2
GO_NEGATIVE_REGULATION_OF_RESPIRATORY_BURST_INVOLVED_IN_INFLAMMATORY_RESPONSE,1,0
GO_POSITIVE_REGULATION_OF_RESPIRATORY_BURST,0.43970393654587536,1
GO_NEGATIVE_REGULATION_OF_RESPIRATORY_BURST,1,0
GO_EMBRYONIC_SKELETAL_JOINT_MORPHOGENESIS,0.5201640341682086,1
GO_EPITHELIAL_CILIUM_MOVEMENT_INVOLVED_IN_DETERMINATION_OF_LEFT_RIGHT_ASYMMETRY,1,0
GO_TRANSDIFFERENTIATION,0.43970393654587536,1
GO_CILIUM_MOVEMENT_INVOLVED_IN_CELL_MOTILITY,1,0
GO_REGULATION_OF_CILIUM_BEAT_FREQUENCY_INVOLVED_IN_CILIARY_MOTILITY,1,0
GO_REGULATION_OF_SARCOMERE_ORGANIZATION,1,0
GO_POSITIVE_REGULATION_OF_SARCOMERE_ORGANIZATION,1,0
GO_REGULATION_OF_PHOSPHATIDYLINOSITOL_DEPHOSPHORYLATION,1,0
GO_ELASTIN_CATABOLIC_PROCESS,1,0
GO_REGULATION_OF_BLOOD_VESSEL_REMODELING,1,0
GO_POSITIVE_REGULATION_OF_RYANODINE_SENSITIVE_CALCIUM_RELEASE_CHANNEL_ACTIVITY,1,0
GO_DEFINITIVE_ERYTHROCYTE_DIFFERENTIATION,1,0
GO_FACE_MORPHOGENESIS,0.9454004369267038,1
GO_NEGATIVE_REGULATION_OF_RESPONSE_TO_INTERFERON_GAMMA,0.4803121233934732,1
GO_POSITIVE_REGULATION_OF_RESPONSE_TO_INTERFERON_GAMMA,1,0
GO_NEGATIVE_REGULATION_OF_TYPE_I_INTERFERON_MEDIATED_SIGNALING_PATHWAY,1,0
GO_POSITIVE_REGULATION_OF_TYPE_I_INTERFERON_MEDIATED_SIGNALING_PATHWAY,0.21373336822932945,2
GO_BONE_TRABECULA_FORMATION,1,0
GO_CELL_ADHESION_MOLECULE_PRODUCTION,1,0
GO_REGULATION_OF_CELL_ADHESION_MOLECULE_PRODUCTION,1,0
GO_CRANIAL_SUTURE_MORPHOGENESIS,1,0
GO_REGULATION_OF_FC_RECEPTOR_MEDIATED_STIMULATORY_SIGNALING_PATHWAY,0.16607824718565498,2
GO_POSITIVE_REGULATION_OF_FC_RECEPTOR_MEDIATED_STIMULATORY_SIGNALING_PATHWAY,0.4803121233934732,1
GO_REGULATION_OF_ATRIAL_CARDIAC_MUSCLE_CELL_MEMBRANE_DEPOLARIZATION,1,0
GO_REGULATION_OF_ATRIAL_CARDIAC_MUSCLE_CELL_MEMBRANE_REPOLARIZATION,1,0
GO_REGULATION_OF_VENTRICULAR_CARDIAC_MUSCLE_CELL_MEMBRANE_DEPOLARIZATION,1,0
GO_MAST_CELL_DIFFERENTIATION,0.43970393654587536,1
GO_CARDIAC_MUSCLE_CELL_MYOBLAST_DIFFERENTIATION,1,0
GO_AXONOGENESIS_INVOLVED_IN_INNERVATION,0.03980696727702947,2
GO_REGULATION_OF_SMAD_PROTEIN_SIGNAL_TRANSDUCTION,1,0
GO_POSITIVE_REGULATION_OF_SMAD_PROTEIN_SIGNAL_TRANSDUCTION,1,0
GO_NEGATIVE_REGULATION_OF_SMAD_PROTEIN_SIGNAL_TRANSDUCTION,1,0
GO_GROWTH_HORMONE_RECEPTOR_SIGNALING_PATHWAY_VIA_JAK_STAT,0.23740948037796228,2
GO_REGULATION_OF_GROWTH_HORMONE_RECEPTOR_SIGNALING_PATHWAY,1,0
GO_REGULATION_OF_PENILE_ERECTION,1,0
GO_POSITIVE_REGULATION_OF_PENILE_ERECTION,1,0
GO_AORTA_SMOOTH_MUSCLE_TISSUE_MORPHOGENESIS,1,0
GO_LUNG_VASCULATURE_DEVELOPMENT,1,0
GO_LUNG_SACCULE_DEVELOPMENT,1,0
GO_BRONCHUS_DEVELOPMENT,1,0
GO_LUNG_GROWTH,1,0
GO_TRACHEA_FORMATION,0.005967928666918831,3
GO_BRANCHING_INVOLVED_IN_PROSTATE_GLAND_MORPHOGENESIS,0.11943546000667818,2
GO_BUD_ELONGATION_INVOLVED_IN_LUNG_BRANCHING,1,0
GO_REGULATION_OF_GASTRIC_ACID_SECRETION,1,0
GO_NEGATIVE_REGULATION_OF_GASTRIC_ACID_SECRETION,1,0
GO_LUNG_LOBE_DEVELOPMENT,0.43970393654587536,1
GO_NEGATIVE_REGULATION_OF_FERTILIZATION,1,0
GO_ACROSOMAL_VESICLE_EXOCYTOSIS,1,0
GO_LOBAR_BRONCHUS_EPITHELIUM_DEVELOPMENT,1,0
GO_LOBAR_BRONCHUS_DEVELOPMENT,1,0
GO_LUNG_ASSOCIATED_MESENCHYME_DEVELOPMENT,0.09824690202295054,2
GO_POSITIVE_REGULATION_OF_EPITHELIAL_CELL_PROLIFERATION_INVOLVED_IN_LUNG_MORPHOGENESIS,1,0
GO_EPITHELIAL_CELL_PROLIFERATION_INVOLVED_IN_LUNG_MORPHOGENESIS,1,0
GO_TYPE_I_PNEUMOCYTE_DIFFERENTIATION,1,0
GO_TYPE_II_PNEUMOCYTE_DIFFERENTIATION,1,0
GO_PROSTATIC_BUD_FORMATION,0.14285671086067075,2
GO_PROSTATE_GLANDULAR_ACINUS_MORPHOGENESIS,0.3917511628721895,1
GO_TRACHEA_CARTILAGE_DEVELOPMENT,1,0
GO_DIAPHRAGM_DEVELOPMENT,1,0
GO_REGULATION_OF_VITAMIN_D_BIOSYNTHETIC_PROCESS,0.5557416876321177,1
GO_REGULATION_OF_CALCIDIOL_1_MONOOXYGENASE_ACTIVITY,0.4803121233934732,1
GO_EPITHELIAL_TUBE_MORPHOGENESIS,0.029931793540766166,15
GO_MORPHOGENESIS_OF_AN_EPITHELIAL_BUD,0.04409919325901436,3
GO_CELL_FATE_SPECIFICATION_INVOLVED_IN_PATTERN_SPECIFICATION,1,0
GO_MULTICELLULAR_ORGANISMAL_IRON_ION_HOMEOSTASIS,1,0
GO_CHONDROBLAST_DIFFERENTIATION,1,0
GO_MAMMARY_GLAND_FORMATION,1,0
GO_DICHOTOMOUS_SUBDIVISION_OF_AN_EPITHELIAL_TERMINAL_UNIT,0.5557416876321177,1
GO_LATERAL_SPROUTING_FROM_AN_EPITHELIUM,0.18988207529099993,2
GO_TUBE_LUMEN_CAVITATION,0.43970393654587536,1
GO_TUBE_CLOSURE,0.7439278586705446,3
GO_FAT_PAD_DEVELOPMENT,1,0
GO_REGULATION_OF_MEIOSIS_I,1,0
GO_NEGATIVE_REGULATION_OF_TRANSCRIPTION_INITIATION_FROM_RNA_POLYMERASE_II_PROMOTER,1,0
GO_MESENCHYMAL_EPITHELIAL_CELL_SIGNALING,1,0
GO_EPITHELIAL_CELL_PROLIFERATION_INVOLVED_IN_SALIVARY_GLAND_MORPHOGENESIS,0.3917511628721895,1
GO_DICHOTOMOUS_SUBDIVISION_OF_TERMINAL_UNITS_INVOLVED_IN_SALIVARY_GLAND_BRANCHING,0.43970393654587536,1
GO_URETERIC_BUD_FORMATION,1,0
GO_URETERIC_BUD_ELONGATION,1,0
GO_BRANCH_ELONGATION_INVOLVED_IN_URETERIC_BUD_BRANCHING,1,0
GO_EPITHELIAL_MESENCHYMAL_CELL_SIGNALING,0.4803121233934732,1
GO_REGULATION_OF_PROSTATIC_BUD_FORMATION,0.05920477649209988,2
GO_REGULATION_OF_BRANCHING_INVOLVED_IN_PROSTATE_GLAND_MORPHOGENESIS,1,0
GO_REGULATION_OF_BRANCHING_INVOLVED_IN_SALIVARY_GLAND_MORPHOGENESIS,1,0
GO_REGULATION_OF_PHOSPHOLIPID_CATABOLIC_PROCESS,1,0
GO_REGULATION_OF_RIBONUCLEASE_ACTIVITY,1,0
GO_CHORIO_ALLANTOIC_FUSION,1,0
GO_LABYRINTHINE_LAYER_MORPHOGENESIS,0.8053534553866574,1
GO_CHORION_DEVELOPMENT,1,0
GO_CHORIONIC_TROPHOBLAST_CELL_DIFFERENTIATION,1,0
GO_INTESTINAL_EPITHELIAL_STRUCTURE_MAINTENANCE,1,0
GO_MAMMARY_GLAND_BRANCHING_INVOLVED_IN_THELARCHE,1,0
GO_MAMMARY_GLAND_BRANCHING_INVOLVED_IN_PREGNANCY,0.4803121233934732,1
GO_MAMMARY_GLAND_ALVEOLUS_DEVELOPMENT,0.28613755787414374,2
GO_BRANCH_ELONGATION_INVOLVED_IN_MAMMARY_GLAND_DUCT_BRANCHING,1,0
GO_REGULATION_OF_MAST_CELL_CHEMOTAXIS,1,0
GO_REGULATION_OF_BRANCHING_INVOLVED_IN_MAMMARY_GLAND_DUCT_MORPHOGENESIS,1,0
GO_EPITHELIAL_CELL_PROLIFERATION_INVOLVED_IN_PROSTATE_GLAND_DEVELOPMENT,0.0019841341087884247,4
GO_NEGATIVE_REGULATION_OF_EPITHELIAL_CELL_PROLIFERATION_INVOLVED_IN_PROSTATE_GLAND_DEVELOPMENT,0.43970393654587536,1
GO_HAIR_FOLLICLE_PLACODE_FORMATION,0.3917511628721895,1
GO_SMOOTHENED_SIGNALING_PATHWAY_INVOLVED_IN_DORSAL_VENTRAL_NEURAL_TUBE_PATTERNING,0.5557416876321177,1
GO_LYMPHATIC_ENDOTHELIAL_CELL_DIFFERENTIATION,1,0
GO_BLOOD_VESSEL_ENDOTHELIAL_CELL_DIFFERENTIATION,0.5557416876321177,1
GO_ENDOTHELIAL_CELL_FATE_COMMITMENT,0.5201640341682086,1
GO_ARTERIAL_ENDOTHELIAL_CELL_DIFFERENTIATION,1,0
GO_ESTABLISHMENT_OF_BLOOD_BRAIN_BARRIER,0.4803121233934732,1
GO_SEMICIRCULAR_CANAL_DEVELOPMENT,1,0
GO_NEURAL_PLATE_PATTERN_SPECIFICATION,1,0
GO_NEURAL_PLATE_REGIONALIZATION,1,0
GO_POSITIVE_REGULATION_OF_MEIOSIS_I,1,0
GO_POSITIVE_REGULATION_OF_MACROPHAGE_CYTOKINE_PRODUCTION,1,0
GO_MESENCHYMAL_CELL_PROLIFERATION_INVOLVED_IN_LUNG_DEVELOPMENT,0.05920477649209988,2
